"","Herria","Lema","Erantzuna","Erantzuna..fon.","galdera"
"477","Dorrao / Torrano","seme","semé","śemé","2483"
"478","Eibar","seme","semé","śemé","2483"
"479","Elantxobe","seme","séme","śéme","2483"
"480","Elduain","seme","semé","śemé","2483"
"481","Elgoibar","seme","semé","śemé","2483"
"482","Elorrio","seme","séme","śéme","2483"
"483","Erratzu","seme","séme","śémɛ","2483"
"484","Errezil","seme","séme","śéme","2483"
"485","Errigoiti","seme","semé","śemé","2483"
"486","Eskiula","seme","séme","śéme","2483"
"487","Etxalar","seme","semé","śemé","2483"
"488","Etxaleku","seme","semé","śemé","2483"
"489","Etxarri (Larraun)","seme","semé","śemé","2483"
"490","Etxebarri","seme","séme","śéme","2483"
"491","Etxebarria","seme","séme","śéme","2483"
"492","Eugi","seme","séme","śéme","2483"
"493","Ezkio-Itsaso","seme","semé","śemé","2483"
"494","Ezkurra","seme","semé","śemé","2483"
"495","Ezterenzubi","seme","séme","śéme","2483"
"496","Gaintza","seme","semé","śemé","2483"
"497","Gamarte","seme","séme","śéme","2483"
"498","Gamiz-Fika","seme","sémé","śémé","2483"
"499","Garrüze","seme","semé","śemé","2483"
"500","Getaria","seme","sémé","śémé","2483"
"501","Getxo","seme","séme","śéme","2483"
"502","Gizaburuaga","seme","séme","śéme","2483"
"503","Goizueta","seme","sémé","śémé","2483"
"504","Hazparne","seme","séme","śéme","2483"
"505","Hendaia","seme","semé","śemé","2483"
"506","Hernani","seme","semé","śemé","2483"
"507","Hondarribia","seme","séme","śéme","2483"
"508","Ibarruri (Muxika)","seme","séme","śéme","2483"
"509","Igoa","seme","semé","śemé","2483"
"510","Ikaztegieta","seme","séme","śéme","2483"
"511","Irisarri","seme","séme","śéme","2483"
"512","Itsasu","seme","semé","śemé","2483"
"513","Izturitze","seme","seme","śeme","2483"
"514","Jaurrieta","seme","séme","śéme","2483"
"515","Jutsi","seme","seme","śeme","2483"
"516","Kortezubi","seme","séme","śéme","2483"
"517","Landibarre","seme","séme","śéme","2483"
"518","Larrabetzu","seme","séme","śéme","2483"
"519","Larraine","seme","séme","śéme","2483"
"520","Larzabale","seme","séme","śéme","2483"
"521","Lasarte-Oria","seme","semé","śemé","2483"
"522","Laukiz","seme","séme","śéme","2483"
"523","Legazpi","seme","seme","śeme","2483"
"524","Leintz Gatzaga","seme","séme","śéme","2483"
"525","Leioa","seme","séme","śéme","2483"
"526","Leitza","seme","semé","śemé","2483"
"527","Lekaroz","seme","séme","śéme","2483"
"528","Lekeitio","seme","séme","śéme","2483"
"529","Lemoa","seme","séme","śéme","2483"
"530","Lemoiz","seme","séme","śéme","2483"
"531","Luzaide / Valcarlos","seme","séme","śéme","2483"
"532","Makea","seme","séme","śéme","2483"
"533","Mañaria","seme","séme","śéme","2483"
"534","Mendaro","seme","séme","śéme","2483"
"535","Mendata","seme","séme","śéme","2483"
"536","Mezkiritz","seme","séme","śéme","2483"
"537","Montori","seme","seme","śeme","2483"
"538","Mugerre","seme","seme","śeme","2483"
"539","Mungia","seme","séme","śéme","2483"
"540","Oderitz","seme","semé","śemé","2483"
"541","Oiartzun","seme","sémé","śémé","2483"
"542","Oñati","seme","séme","śéme","2483"
"543","Ondarroa","seme","séme","śéme","2483"
"544","Orexa","seme","séme","śɛ́me","2483"
"545","Orio","seme","semé","śemé","2483"
"546","Orozko","seme","séme","śéme","2483"
"547","Otxandio","seme","séme","śéme","2483"
"548","Pagola","seme","séme","śéme","2483"
"549","Pasaia","seme","SZémé","s̟émé","2483"
"550","Santa Grazi","seme","séme","śéme","2483"
"551","Sara","seme","séme","śéme","2483"
"552","Senpere","seme","séme","śéme","2483"
"553","Sohüta","seme","séme","śéme","2483"
"554","Sondika","seme","semé","śemé","2483"
"555","Suarbe","seme","séme","śéme","2483"
"556","Sunbilla","seme","séme","śéme","2483"
"557","Tolosa","seme","semé","śemé","2483"
"558","Uharte Garazi","seme","séme","śéme","2483"
"559","Urdiain","seme","séme","śéme","2483"
"560","Urdiñarbe","seme","séme","śéme","2483"
"561","Urketa","seme","séme","śéme","2483"
"562","Urretxu","seme","semé","śemé","2483"
"563","Ürrüstoi","seme","seme","śeme","2483"
"564","Uztaritze","seme","semé","śemé","2483"
"565","Zaratamo","seme","séme","śéme","2483"
"566","Zeanuri","seme","séme","śéme","2483"
"567","Zeberio","seme","séme","śéme","2483"
"568","Zegama","seme","semé","śemé","2483"
"569","Zilbeti","seme","séme","śéme","2483"
"570","Zollo (Arrankudiaga)","seme","séme","śéme","2483"
"571","Zornotza","seme","séme","śéme","2483"
"572","Zugarramurdi","seme","séme","śéme","2483"
"573","Zugarramurdi","muttiko","muttikó","muttikó","2483"
"574","Abaurregaina  / Abaurrea Alta","alaba","álabá","álaβá","2484"
"575","Ahetze","alaba","alába","aláβa","2484"
"576","Aia","alaba","alába","aláβa","2484"
"577","Aldude","alaba","álabá","álaβá","2484"
"578","Alkotz","alaba","alába","aláβa","2484"
"579","Altzai","alhaba","alhába","alháβa","2484"
"580","Altzürükü","alhaba","alhába","alháβa","2484"
"581","Amezketa","alaba","álabá","álaβá","2484"
"582","Andoain","alaba","álabá","álaβá","2484"
"583","Aniz","alaba","alabá","alaβá","2484"
"584","Aramaio","alaba","álaba","álaβa","2484"
"585","Araotz (Oñati)","alaba","alába","aláβa","2484"
"586","Arbizu","alaba","alabá","alaβá","2484"
"587","Arboti","alhaba","álhaba","álhaβa","2484"
"588","Armendaritze","alaba","alabá","alaβá","2484"
"589","Arnegi","alaba","álabá","álaβá","2484"
"590","Arrangoitze","alaba","alabá","alaβá","2484"
"591","Arrasate","alaba","alába","aláβa","2484"
"592","Arrazola (Atxondo)","alaba","alába","aláβa","2484"
"593","Arrieta","alaba","álábá","áláβá","2484"
"594","Arroa (Zestoa)","alaba","alabá","alaβá","2484"
"595","Arrueta","alaba","álaba","álaβa","2484"
"596","Asteasu","alaba","alabá","alaβá","2484"
"597","Ataun","alaba","alabá","alaβá","2484"
"598","Azkaine","alaba","alabá","alaβá","2484"
"599","Azkoitia","alaba","álabá","álaβá","2484"
"600","Azpeitia","alaba","alába","aláβa","2484"
"601","Baigorri","alaba","alaba","alaβa","2484"
"602","Bakio","alaba","alába","aláβa","2484"
"603","Bardoze","alaba","álabá","álaβá","2484"
"604","Barkoxe","alhaba","alhába","alháβa","2484"
"605","Bastida","alhaba","alhaba","alhaβa","2484"
"606","Beasain","alaba","alába","aláβa","2484"
"607","Behorlegi","alaba","alabá","alaβá","2484"
"608","Beizama","alaba","álabá","álaβá","2484"
"609","Bergara","alaba","alába","aláβa","2484"
"610","Bermeo","alaba","alabá","alaβá","2484"
"611","Berriz","alaba","alába","aláβa","2484"
"612","Beruete","alaba","alába","aláβa","2484"
"613","Beskoitze","alaba","alába","aláβa","2484"
"614","Bidarrai","alaba","alába","aláβa","2484"
"615","Bolibar","alaba","alába","aláβa","2484"
"616","Busturia","alaba","alába","aláβa","2484"
"617","Deba","alaba","alába","aláβa","2484"
"618","Dima","alaba","alába","aláβa","2484"
"619","Domintxaine","alaba","alába","aláβa","2484"
"620","Donamaria","alaba","alába","aláβa","2484"
"621","Donibane Lohizune","alaba","alába","aláβa","2484"
"622","Donostia","alaba","alába","aláβa","2484"
"623","Dorrao / Torrano","alaba","alába","aláβa","2484"
"624","Eibar","alaba","alába","aláβa","2484"
"625","Elantxobe","alaba","alába","aláβa","2484"
"626","Elduain","alaba","alábá","aláβá","2484"
"627","Elgoibar","alaba","alába","aláβa","2484"
"628","Elorrio","alaba","alába","aláβa","2484"
"629","Erratzu","alaba","álaba","álaβa","2484"
"630","Errezil","alaba","alába","aláβa","2484"
"631","Errigoiti","alaba","alábá","aláβá","2484"
"632","Eskiula","alhaba","alhába","alháβa","2484"
"633","Etxalar","alaba","alába","aláβa","2484"
"634","Etxaleku","alaba","alabá","alaβá","2484"
"635","Etxarri (Larraun)","alaba","álabá","álaβá","2484"
"636","Etxebarri","alaba","alába","aláβa","2484"
"637","Etxebarria","alaba","alába","aláβa","2484"
"638","Eugi","alaba","alába","aláβa","2484"
"639","Ezkio-Itsaso","alaba","alába","aláβa","2484"
"640","Ezkurra","alaba","alabá","alaβá","2484"
"641","Ezterenzubi","alaba","álaba","álaβa","2484"
"642","Gaintza","alaba","alabá","alaβá","2484"
"643","Gamarte","alaba","alába","aláβa","2484"
"644","Gamiz-Fika","alaba","alábá","aláβá","2484"
"645","Garrüze","alaba","alába","aláβa","2484"
"646","Getaria","alaba","alábá","aláβá","2484"
"647","Getxo","alaba","alába","aláβa","2484"
"648","Gizaburuaga","alaba","alába","aláβa","2484"
"649","Goizueta","alaba","alábá","alá:βá","2484"
"650","Hazparne","alaba","alába","aláβa","2484"
"651","Hendaia","alaba","alabá","alaβá","2484"
"652","Hernani","alaba","álabá","álaβá","2484"
"653","Hondarribia","alaba","alába","aláβa","2484"
"654","Ibarruri (Muxika)","alaba","alába","aláβa","2484"
"655","Igoa","alaba","álabá","álaβá","2484"
"656","Ikaztegieta","alaba","alába","aláβa","2484"
"657","Irisarri","alaba","alabá","alaβá","2484"
"658","Itsasu","alaba","alába","aláβa","2484"
"659","Izturitze","alhaba","alhába","alháβa","2484"
"660","Jaurrieta","alaba","alába","aláβa","2484"
"661","Jutsi","alhaba","alhaba","alhaβa","2484"
"662","Kortezubi","alaba","alába","aláβa","2484"
"663","Landibarre","alaba","alabá","alaβá","2484"
"664","Larrabetzu","alaba","alába","aláβa","2484"
"665","Larraine","alhaba","álhaba","álhaβa","2484"
"666","Larzabale","alhaba","alhába","alháβa","2484"
"667","Lasarte-Oria","alaba","alabá","alaβá","2484"
"668","Laukiz","alaba","alába","aláβa","2484"
"669","Legazpi","alaba","alaba","alaβa","2484"
"670","Leintz Gatzaga","alaba","alába","aláβa","2484"
"671","Leioa","alaba","alabá","alaβá","2484"
"672","Leitza","alaba","álabá","álaβá","2484"
"673","Lekaroz","alaba","alaba","alaβa","2484"
"674","Lekeitio","alaba","alába","aláβa","2484"
"675","Lemoa","alaba","alába","aláβa","2484"
"676","Lemoiz","alaba","alabá","alaβá","2484"
"677","Luzaide / Valcarlos","alaba","álaba","álaβa","2484"
"678","Makea","alaba","álaba","álaβa","2484"
"679","Mañaria","alaba","alába","aláβa","2484"
"680","Mendaro","alaba","alába","aláβa","2484"
"681","Mendata","alaba","alába","aláβa","2484"
"682","Mezkiritz","alaba","alába","aláβa","2484"
"683","Montori","alhaba","alhába","alháβa","2484"
"684","Mugerre","alaba","alaba","alaβa","2484"
"685","Mungia","alaba","alábá","aláβá","2484"
"686","Oderitz","alaba","álabá","álaβá","2484"
"687","Oiartzun","alaba","alábá","aláβá","2484"
"688","Oñati","alaba","alába","aláβa","2484"
"689","Ondarroa","alaba","álaba","álaβa","2484"
"690","Orexa","alaba","alába","aláβa","2484"
"691","Orio","alaba","alabá","alaβá","2484"
"692","Orozko","alaba","alába","aláβa","2484"
"693","Otxandio","alaba","alába","aláβa","2484"
"694","Pagola","alhaba","alhába","alháβa","2484"
"695","Pasaia","alaba","álabá","álaβá","2484"
"696","Santa Grazi","alhaba","alhába","alháβa","2484"
"697","Sara","alaba","alába","aláβa","2484"
"698","Senpere","alaba","alába","aláβa","2484"
"699","Sohüta","alhaba","alhába","alháβa","2484"
"700","Sondika","alaba","alába","aláβa","2484"
"701","Suarbe","alaba","alába","aláβa","2484"
"702","Sunbilla","alaba","alába","aláβa","2484"
"703","Tolosa","alaba","alabá","alaβá","2484"
"704","Uharte Garazi","alaba","álaba","álaβa","2484"
"705","Urdiain","alaba","álabá","álaβá","2484"
"706","Urdiñarbe","alhaba","alhába","alháβa","2484"
"707","Urketa","alaba","álaba","álaβa","2484"
"708","Urretxu","alaba","alabá","alaβá","2484"
"709","Ürrüstoi","alhaba","alhába","alháβa","2484"
"710","Uztaritze","alaba","alába","aláβa","2484"
"711","Zaratamo","alaba","alába","aláβa","2484"
"712","Zeanuri","alaba","alába","aláβa","2484"
"713","Zeberio","alaba","alába","aláβa","2484"
"714","Zegama","alaba","alabá","alaβá","2484"
"715","Zilbeti","alaba","alába","aláβa","2484"
"716","Zollo (Arrankudiaga)","alaba","álaba","álaβa","2484"
"717","Zornotza","alaba","alába","aláβa","2484"
"718","Zugarramurdi","alaba","alába","aláβa","2484"
"719","Abaurregaina  / Abaurrea Alta","iduria","idúria","iðúrja","2485"
"720","Ahetze","ite","íte","íte","2485"
"721","Aia","alkarren antza","alkárren antzá","alkár̄ɛn antsá","2485"
"722","Aia","antzekua dittuk","ántzekua díttuk","ántsekwa ðíttuk","2485"
"723","Aldude","elgarren eite","elgarrén eíte","elɣar̄én eíte","2485"
"724","Alkotz","pintetui tao","pintétui taó","pintétwi taó","2485"
"725","Alkotz","idurittui tao","iduríttui táo","iðuríttwi táo","2485"
"726","Alkotz","paratui tao","parátui táo","parátwi táo","2485"
"727","Alkotz","paratue da","parátue dá","parátue ðá","2485"
"728","Altzai","udui duk","üdüi d´ük","yðyi ðýk","2485"
"729","Altzai","aitaen ber potreta dik","aitáem berr potréta dik","ai̯táem ber̄ potréta ðik","2485"
"730","Altzai","udui duk","üdüi d´ük","yðyi ðýk","2485"
"731","Altzai","nurbaiten egite","nurrbáiten egíte","nur̄βái̯ten eɣíte","2485"
"732","Altzai","egitenet badik","egítenét badik","eɣítenét baðik","2485"
"733","Altzai","aitaen egite","aitáen egite","ai̯táen eɣite","2485"
"734","Altzürükü","udui tuzu","üd´üi tüzü","yðýi̯ tysy","2485"
"735","Altzürükü","egite badiela","egíte badiela","eɣíte βaðiela","2485"
"736","Amezketa","antza dauka","antzá dauká","antsá ðau̯ká","2485"
"737","Andoain","antza du","ántza dú","ántsa ðú","2485"
"738","Aniz","idurie da","idúrie dá","i̯ðúrie ðá","2485"
"739","Aramaio","antza euki","antzá euki","antsá eu̯ki","2485"
"740","Araotz (Oñati)","antza euki","ántza eukí","ántsa eu̯kí","2485"
"741","Arbizu","antz asko dakiyue","ántz ásko dakiyué","ánts áśko ðakiǰwé","2485"
"742","Arboti","elgarrite baute","élgarríte baute","élɣar̄íte βau̯te","2485"
"743","Arboti","potreta","potréta","potréta","2485"
"744","Arboti","uduri","´üdüri","ýðyri","2485"
"745","Armendaritze","ite ute","íte ute","íte ute","2485"
"746","Armendaritze","iduriak dira","idúriag dira","iðúriaɣ ðira","2485"
"747","Arnegi","ite baute","íte baute","íte βaute","2485"
"748","Arrangoitze","ite","íte","íte","2485"
"749","Arrasate","antza euki","antzá eukí","antsá eu̯kí","2485"
"750","Arrazola (Atxondo)","antza euki","ántza euki","ántsa eu̯ki","2485"
"751","Arrieta","antza dekie","ántza dékie","ántsa ðékie","2485"
"752","Arroa (Zestoa)","alkarren antza","alkárren ántza","alkár̄ɛn ántsa","2485"
"753","Arroa (Zestoa)","alkarren antzekuak","alkárren ántzekuak","alkár̄ɛn ántsekwak","2485"
"754","Arrueta","ite uten","íte utén","íte utén","2485"
"755","Asteasu","antza uka","antzá uká","antsá: uká","2485"
"756","Ataun","bata besten antzekok","báta bestén ántzekók","báta βeśtén ántsekók","2485"
"757","Ataun","antz aundie due","ántz aundíe dué","ánts au̯ndíe ðué","2485"
"758","Azkaine","tretaita","trétaitá","trétai̯tá","2485"
"759","Azkaine","egite badu","egíte - badu","eɣíte - βaðu","2485"
"760","Azkoitia","antza euki","ántzaeukí","ántsaeu̯kí","2485"
"761","Azkoitia","antza euki","ántza éuki","ántsa éu̯ki","2485"
"762","Azpeitia","antza baduela","antzá baduéla","antsá βaðuéla","2485"
"763","Baigorri","eite du","eite du","ei̯te ðu","2485"
"764","Bakio","alkarren antza euki","alkarren antzá euki","alkar̄en antsá eu̯ki","2485"
"765","Bardoze","elgarreite ute","élgarreité ute","élgar̄ei̯té ute","2485"
"766","Bardoze","egite","egíte","eɣíte","2485"
"767","Bardoze","eite","éite","éi̯te","2485"
"768","Barkoxe","aita uduia","aita üdüia","ai̯ta yðyia","2485"
"769","Barkoxe","aita ebatzia","aita ebatzía","ai̯ta eβatsía","2485"
"770","Barkoxe","aitain egite","aitain egíte","ai̯tai̯n eɣíte","2485"
"771","Bastida","ite diin","ite diin","ite ðiin","2485"
"772","Bastida","dena ama","dena ama","dena ama","2485"
"773","Beasain","atten antzekoa dek","átten antzékoa dék","átten antsékoa ðék","2485"
"774","Behorlegi","baixi ite","baixí ité:","bai̯ʃí ité:","2485"
"775","Behorlegi","elgarriduriak","elgárridúriak","elgár̄iðúriak","2485"
"776","Beizama","alkarren antza","alkárren antzá","alkár̄ɛn antsá","2485"
"777","Bergara","alkarren antzekuak","alkarrén antzékuak","alkar̄én antsékuak","2485"
"778","Bermeo","antza euki","antzá eukí","antsá eu̯kí","2485"
"779","Berriz","antza deko","antza dekó","antsa ðekó","2485"
"780","Berriz","trasie dekot","trásie dekot","tráśie ðekot","2485"
"781","Beruete","antza badutela","ántza badutéla","ántsa βaðutéla","2485"
"782","Beruete","kera aundi du","kéra áundi du","kéra áu̯ndi ðu","2485"
"783","Beskoitze","ite dute","íte dute","íte ðute","2485"
"784","Bidarrai","elgarren eite","elgárren eite","elɣár̄en ei̯te","2485"
"785","Bidarrai","elgarriduriak","elgárriduríak","elɣár̄iðuríak","2485"
"786","Bolibar","alkarren itxura","alkárren itxúra","alkár̄en itʃúra","2485"
"787","Bolibar","alkarren antza","alkárren ántza","alkár̄en ántsa","2485"
"788","Bolibar","alkarren itxure","alkárren ítxure","alkár̄en ítʃure","2485"
"789","Bolibar","alkarren trasa","alkárren trása","alkár̄en tráśa","2485"
"790","Busturia","antza euki","antzá eukí","antsá eu̯kí","2485"
